id,start_lat,start_lng,end_lat,end_lng
1,-6.18526200,106.70349400,-6.18309500,106.70963500
2,-6.15394900,106.91612200,-6.15331100,106.91836000
3,-6.31138000,106.79216600,-6.30860800,106.79606200
4,-6.32086600,106.82755400,-6.32125200,106.82754500
5,-6.21732100,106.71605500,-6.22138600,106.71326900
6,-6.17632800,106.74789400,-6.16664000,106.74790000
7,-6.23847200,106.98971100,-6.23795800,106.98713400
8,-6.37160300,106.88757200,-6.37063000,106.88783400
9,-6.18081600,106.71513600,-6.18194200,106.71877400
10,-6.19158800,106.85631300,-6.19040500,106.85800000
11,-6.24251700,106.75059000,-6.24760800,106.75355900
12,-6.30584300,106.85293800,-6.30807900,106.85202000
13,-6.32708300,106.81508800,-6.31061300,106.81168200
14,-6.14200300,106.63282400,-6.14109400,106.63210300
15,-6.31528500,106.74690300,-6.31090300,106.74109600
16,-6.16842100,106.84274100,-6.16392600,106.84491000
17,-6.26915300,106.77817600,-6.26467300,106.77927100
18,-6.18546700,106.83583600,-6.18718100,106.83774700
19,-6.19379600,106.85630900,-6.19397600,106.85628600
20,-6.14034300,106.79341900,-6.14183700,106.79595000
21,-6.20063100,106.89726800,-6.20257900,106.89841800
22,-6.20709400,106.84874300,-6.21143800,106.84623100
23,-6.16989900,106.76751800,-6.16784100,106.76913500
24,-6.20936000,106.82667600,-6.21396000,106.82666400
25,-6.21818600,106.90499600,-6.22108100,106.90988800
26,-6.20035700,106.64092900,-6.19817200,106.64051600
27,-6.22136800,106.84630900,-6.22425400,106.84242500
28,-6.24687700,106.84275100,-6.24945000,106.85077100
29,-6.13478000,106.70085400,-6.13193600,106.69993600
30,-6.22493700,106.58850000,-6.22485200,106.59156400
31,-6.17525500,106.83934700,-6.17096600,106.83804600
32,-6.18168400,106.73454600,-6.18475700,106.73355000
33,-6.31562800,106.86300800,-6.31931600,106.86498300
34,-6.23577100,106.65989400,-6.23272600,106.65164800
35,-6.25468500,106.59539800,-6.25548400,106.59705800
36,-6.29213200,106.81627900,-6.29337800,106.81412400
37,-6.15839600,106.86771300,-6.15721400,106.86659100
38,-6.17825100,106.75625500,-6.18949300,106.76747300
39,-6.18082800,106.82453300,-6.18059600,106.82816600
40,-6.30060800,106.98550500,-6.29314100,106.98460500
41,-6.29806100,106.70341200,-6.28526000,106.70354900
42,-6.14933900,106.82080300,-6.15506600,106.81831900
43,-6.19436900,106.89128000,-6.19546800,106.90075000
44,-6.16017400,106.90541800,-6.16117800,106.91055400
45,-6.22102000,106.83078000,-6.22109100,106.82786700
46,-6.30989600,106.88400500,-6.30962300,106.88366500
47,-6.16680100,106.79399100,-6.15817800,106.78442100
48,-6.31073200,106.72459700,-6.30301800,106.71620800
49,-6.23138300,106.82829800,-6.22873300,106.83296500
50,-6.33943700,106.86232500,-6.34235000,106.86087100
51,-6.31263500,106.90320800,-6.31750600,106.89969400
52,-6.19229400,106.80301100,-6.19021100,106.80374900
53,-6.42671300,106.80294800,-6.41568300,106.79663600
54,-6.32520700,106.83373500,-6.33077500,106.83528000
55,-6.19492400,106.75120400,-6.19523800,106.74738700
56,-6.21330800,106.81792300,-6.21039800,106.81761800
57,-6.28469800,106.79337800,-6.28301000,106.79122700
58,-6.35196600,106.73431300,-6.34955100,106.73361300
59,-6.21492900,106.87885400,-6.21969400,106.87756700
60,-6.21176500,106.87366300,-6.21225800,106.86783100
61,-6.35025100,106.73539600,-6.35609200,106.73384300
62,-6.12155800,106.90402000,-6.12357300,106.89956300
63,-6.22124100,106.93919400,-6.22454800,106.94043700
64,-6.12210800,106.88892400,-6.11574500,106.88522300
65,-6.20671500,107.02084500,-6.20392900,107.00548600
66,-6.18209500,106.81737300,-6.18451400,106.81127600
67,-6.23642100,106.85209900,-6.24042100,106.85543800
68,-6.27113200,106.72926900,-6.26264300,106.72903400
69,-6.41182300,106.86435300,-6.41802900,106.86349900
70,-6.24814000,107.01826600,-6.25057400,107.02062600
71,-6.24818700,106.79014300,-6.25144400,106.79151200
72,-6.21133700,106.85889100,-6.21053200,106.86139100
73,-6.27280800,106.79827100,-6.27024900,106.79753000
74,-6.30687400,106.97105500,-6.30963200,106.97216600
75,-6.21567800,106.82621800,-6.21555300,106.82809500
76,-6.36617800,106.95789300,-6.37732800,106.95560900
77,-6.38311400,106.84126800,-6.38474900,106.84047800
78,-6.24814800,106.87622600,-6.24332900,106.87567600
79,-6.16446700,106.79338500,-6.16845500,106.79507700
80,-6.25034500,106.87596300,-6.25065800,106.87788500
81,-6.26905600,106.97975400,-6.27337800,106.97856000
82,-6.28229000,106.91731400,-6.28232900,106.90880300
83,-6.19271600,106.77788700,-6.19338900,106.77614700
84,-6.21816900,106.92359300,-6.21539200,106.91909200
85,-6.14801400,106.84945300,-6.13760900,106.84280400
86,-6.24057300,106.83516000,-6.24169800,106.83883300
87,-6.27436200,107.01153800,-6.27494100,107.00562100
88,-6.31985700,106.79863700,-6.32301700,106.79483300
89,-6.18066700,106.73537700,-6.17143100,106.73153000
90,-6.24866200,106.91115700,-6.24553500,106.90956200
91,-6.34749800,106.67414000,-6.34029600,106.67760700
92,-6.15738100,106.84945800,-6.15762200,106.84554700
93,-6.35297700,106.86138200,-6.36594600,106.85947200
94,-6.22457600,106.85356000,-6.22493600,106.85535600
95,-6.18919300,106.78761300,-6.18580800,106.78618900
96,-6.28416800,106.71418000,-6.28625200,106.71642000
97,-6.16916900,106.78426400,-6.16346900,106.77292800
98,-6.25298500,107.09591200,-6.25307800,107.09169400
99,-6.30559100,106.88691600,-6.31005100,106.88750900
100,-6.24341100,106.91991500,-6.24758300,106.92021600
101,-6.18182100,106.90570400,-6.17706500,106.90440100
102,-6.28431100,106.95292400,-6.27752300,106.94460500
103,-6.13011200,106.65695300,-6.13090300,106.65543500
104,-6.10905500,106.89940600,-6.11233100,106.90118900
105,-6.29067100,106.77742600,-6.28918800,106.77506100
106,-6.14297500,106.86597200,-6.14183700,106.87128900
107,-6.22930900,106.70919100,-6.22080100,106.69872500
108,-6.24909100,106.79606300,-6.25270300,106.79206800
109,-6.28160800,106.99749800,-6.28413700,106.99443400
110,-6.26445400,106.78155500,-6.26896400,106.78078400
111,-6.20222700,106.82320000,-6.19469500,106.82254600
112,-6.17576900,106.62934100,-6.17793400,106.61836200
113,-6.28836200,106.95479600,-6.29271500,106.95946200
114,-6.27180600,106.95333400,-6.26461600,106.95538800
115,-6.24808200,106.94230700,-6.25023000,106.94547800
116,-6.49528400,106.81153600,-6.50044900,106.81040400
117,-6.24447700,106.99286400,-6.25067900,106.99176700
118,-6.14183400,106.80671200,-6.14200200,106.80318400
119,-6.24797600,106.81819300,-6.24445800,106.81597600
120,-6.16941400,106.90189500,-6.17277900,106.90380100
121,-6.17383500,106.78474900,-6.17540800,106.78669400
122,-6.28580400,106.74245200,-6.28764800,106.74220900
123,-6.40110600,106.85104800,-6.39511100,106.85429700
124,-6.20381100,106.84973000,-6.20964700,106.85043700
125,-6.28555800,106.85519500,-6.28277400,106.85521300
126,-6.20308200,106.76017900,-6.21710900,106.76401000
127,-6.35339000,106.80142300,-6.35628200,106.80101200
128,-6.40536300,106.97617600,-6.40451300,106.97624600
129,-6.19650000,106.75161200,-6.19354600,106.75083100
130,-6.11324600,106.88918300,-6.11400400,106.88814300
131,-6.26723800,106.86018000,-6.26964300,106.85889800
132,-6.17380800,106.83340900,-6.17794400,106.83164600
133,-6.15325900,106.71421400,-6.15517500,106.71947600
134,-6.25218100,106.80628200,-6.25713900,106.80521600
135,-6.25248900,106.80616000,-6.25709300,106.80519300
136,-6.23355900,106.98171300,-6.23134900,106.98229400
137,-6.17900800,106.99373500,-6.17834100,107.00101700
138,-6.22085000,106.79875100,-6.22642800,106.80242900
139,-6.23793700,106.85508200,-6.23550600,106.85690600
140,-6.25565800,106.84873700,-6.25564300,106.85287900
141,-6.23508000,106.59464900,-6.23225500,106.59422200
142,-6.12298000,106.90030200,-6.12384600,106.89913900
143,-6.21181300,106.81231500,-6.20970600,106.81166200
144,-6.14058100,106.85515800,-6.13492500,106.85517400
145,-6.27739100,106.77575900,-6.27826800,106.77595900
146,-6.36593900,106.83393300,-6.37180200,106.83407000
147,-6.13775900,106.87071800,-6.13223100,106.87064800
148,-6.16302500,106.83147700,-6.15558900,106.83131800
149,-6.18228500,106.85422600,-6.18042700,106.85158900
150,-6.14407200,106.77921600,-6.14282500,106.78132000
151,-6.20966600,106.62845700,-6.21761500,106.64050900
152,-6.19922200,106.85452800,-6.20228500,106.86563300
153,-6.24696300,106.80131700,-6.25219500,106.79499900
154,-6.29741800,106.71798100,-6.29918000,106.71215100
155,-6.26234000,106.71913400,-6.26385500,106.72246500
156,-6.29036600,106.88879600,-6.29082600,106.88687300
157,-6.12509700,106.78816200,-6.12169900,106.78743100
158,-6.25233700,106.82706100,-6.24987800,106.83145900
159,-6.17586500,106.79024800,-6.17541500,106.78849200
160,-6.38917600,106.81427400,-6.39245100,106.81471000
161,-6.39779200,106.79301800,-6.38951100,106.78998600
162,-6.16279500,106.84054500,-6.16511800,106.84351100
163,-6.22465100,106.87202100,-6.22616000,106.86763900
164,-6.23632000,106.72837000,-6.23525800,106.73033000
165,-6.20891700,106.85970800,-6.21540700,106.86909200
166,-6.28989600,106.80207600,-6.29144600,106.80901500
167,-6.16790000,106.76275300,-6.17216200,106.75971500
168,-6.17423100,106.85473600,-6.17230800,106.86132200
169,-6.21061000,106.87871500,-6.21281400,106.87712700
170,-6.16491300,106.82659200,-6.16173900,106.82680000
171,-6.14131000,106.87423600,-6.13524100,106.87216800
172,-6.22241500,106.88644000,-6.22326700,106.88608200
173,-6.32156400,106.86510500,-6.32402400,106.86447600
174,-6.18699400,106.78336700,-6.18505100,106.78752600
175,-6.15064000,106.82309000,-6.14812200,106.82901400
176,-6.18774000,106.62534900,-6.18394300,106.61912400
177,-6.13889100,106.72056100,-6.14145800,106.71760500
178,-6.24583200,106.95568600,-6.24907500,106.95348000
179,-6.19268100,106.84094600,-6.19023600,106.84214100
180,-6.44961900,106.82664400,-6.44571700,106.82575700
181,-6.16596000,106.80826100,-6.16953600,106.81060400
182,-6.33336400,106.86006600,-6.33776200,106.85701300
183,-6.17307300,106.78698600,-6.17285400,106.78697800
184,-6.36771100,106.77452000,-6.37076400,106.77409300
185,-6.23537800,106.74093400,-6.23643300,106.72868400
186,-6.32947600,106.78945900,-6.32557100,106.79374500
187,-6.24327600,106.93435800,-6.24505100,106.93708800
188,-6.26246300,106.87721000,-6.26014600,106.87817600
189,-6.14553500,106.89658500,-6.14587500,106.89699000
190,-6.19719500,106.83190300,-6.19539200,106.83308300
191,-6.16209600,106.90991800,-6.16217600,106.90800100
192,-6.21133900,106.85169900,-6.21086300,106.85111000
193,-6.14020300,106.86247400,-6.14375800,106.86933900
194,-6.30453200,106.85098900,-6.30869700,106.85253600
195,-6.31578000,106.89654300,-6.31858100,106.89553400
196,-6.33827300,106.81081200,-6.33497300,106.81213000
197,-6.32365600,106.86457300,-6.32128400,106.87019300
198,-6.26169100,106.84062600,-6.26248100,106.83918100
199,-6.26415600,106.78270300,-6.26695400,106.78365800
200,-6.21259600,106.81240800,-6.20856400,106.81176500
201,-6.27555500,106.72328600,-6.28075000,106.73587900
202,-6.31083700,106.72469700,-6.30672000,106.72029600
203,-6.18874200,106.81012300,-6.19093800,106.80513200
204,-6.18929300,106.76515400,-6.18773700,106.76509900
205,-6.25386500,106.68160800,-6.26166900,106.68629100
206,-6.19826800,106.88633800,-6.19810600,106.88816900
207,-6.18620600,106.63622700,-6.18437100,106.63619300
208,-6.24621000,106.91924500,-6.24623500,106.91850900
209,-6.22970500,106.77201100,-6.23320000,106.77015200
210,-6.18942300,106.59439800,-6.20096600,106.60314300
211,-6.22535300,106.83625500,-6.22493800,106.83981700
212,-6.31580500,106.79581800,-6.31097500,106.78592600
213,-6.15794000,106.76060000,-6.16024600,106.75454400
214,-6.15897500,106.81901800,-6.15267800,106.81722200
215,-6.15002100,106.70150100,-6.14746600,106.69468900
216,-6.26971400,106.86809500,-6.27088100,106.87017400
217,-6.26024300,106.86398400,-6.26586100,106.87009800
218,-6.27702400,106.91633000,-6.26955700,106.90955000
219,-6.24788400,106.83167400,-6.24594000,106.83218200
220,-6.28516800,106.70407700,-6.29637800,106.71181400
221,-6.15112200,106.79462900,-6.15482700,106.80175300
222,-6.18770200,106.89833500,-6.18980600,106.89538400
223,-6.14924300,106.88464800,-6.15012500,106.89264400
224,-6.60705900,106.79172500,-6.61257500,106.80249500
225,-6.58121800,106.81160800,-6.58729900,106.81383800
226,-6.33578900,106.83490200,-6.33377000,106.83320000
227,-6.11034100,106.88410600,-6.10989100,106.88328000
228,-6.15519300,106.99229300,-6.13597500,106.99265900
229,-6.17233200,106.91267700,-6.17204900,106.91072800
230,-6.23840500,106.85158100,-6.23837800,106.85084300
231,-6.22402400,106.59090900,-6.23561800,106.59448700
232,-6.17154600,106.85194700,-6.16059000,106.85579400
233,-6.18600600,106.87221500,-6.18654500,106.87013400
234,-6.21959200,106.98908200,-6.21821200,106.98742200
235,-6.22209800,106.84706600,-6.22387900,106.85053200
236,-6.34666600,106.76507800,-6.34587500,106.77987800
237,-6.39569900,106.78228100,-6.39736100,106.77785000
238,-6.58763500,106.79911500,-6.58633700,106.79887900
239,-6.14700700,106.81599100,-6.14470700,106.81522500
240,-6.16761300,106.81400600,-6.16441900,106.81426200
241,-6.14798200,106.71397300,-6.14788100,106.71934200
242,-6.20436900,106.84927700,-6.20940900,106.85012700
243,-6.13785900,106.73367900,-6.13186300,106.73495500
244,-6.25168800,107.07077000,-6.25931300,107.07181900
245,-6.25274800,106.80114700,-6.25714300,106.80744400
246,-6.25043000,106.57194100,-6.24478900,106.57365700
247,-6.21369200,106.77775700,-6.21461600,106.77780000
248,-6.21098300,107.02250100,-6.20597600,107.02643100
249,-6.19727800,106.78220600,-6.19631400,106.78533800
250,-6.22977000,106.58808600,-6.23424100,106.58758100
251,-6.24563200,107.04167400,-6.24609800,107.04157400
252,-6.13863000,106.86481100,-6.14345800,106.86036800
253,-6.16578900,106.80742400,-6.16722300,106.79990500
254,-6.26924800,106.94996400,-6.26803200,106.94971600
255,-6.18412100,106.76804200,-6.18615000,106.77245400
256,-6.19390700,106.86295900,-6.19461400,106.86462400
257,-6.28350400,106.66803400,-6.28760600,106.67750400
258,-6.56100100,106.79140300,-6.56604600,106.79447100
259,-6.25645500,106.79002800,-6.26008800,106.79966500
260,-6.18580600,106.87004600,-6.18724600,106.86548800
261,-6.41391400,106.85087800,-6.40919300,106.84557800
262,-6.14197600,106.80185200,-6.15390000,106.79798800
263,-6.26576100,106.79897600,-6.26089300,106.79351500
264,-6.27127600,106.79933000,-6.27608200,106.79782300
265,-6.14617100,106.89002300,-6.15177100,106.89030000
266,-6.20190600,106.74752700,-6.19894700,106.74403000
267,-6.17884200,106.68807600,-6.17487000,106.68811800
268,-6.13459600,106.70685900,-6.13301600,106.70596400
269,-6.19301100,106.85316600,-6.19089800,106.85175100
270,-6.34309100,106.73490600,-6.33968600,106.73246400
271,-6.15794900,106.89431300,-6.16090900,106.88754800
272,-6.18233500,106.91000600,-6.17763600,106.90431700
273,-6.20048600,106.82299400,-6.20576800,106.82240600
274,-6.18337500,106.76492600,-6.18116800,106.76348000
275,-6.18701000,106.86787200,-6.18854700,106.87161200
276,-6.13836300,106.78096800,-6.14593900,106.78467000
277,-6.22412800,106.75422500,-6.22202800,106.75677700
278,-6.16071400,106.77928900,-6.16479800,106.78537300
279,-6.14437500,106.89267500,-6.14798000,106.89064600
280,-6.57544800,106.75280600,-6.59136300,106.76097600
281,-6.12713500,106.80249700,-6.12536300,106.80068200
282,-6.23977900,106.79845100,-6.24261300,106.79635800
283,-6.21722900,106.83590100,-6.21900600,106.83663700
284,-6.31417200,106.67671800,-6.30852200,106.67349700
285,-6.18532300,106.96474300,-6.17945200,106.96014300
286,-6.25796300,106.85870300,-6.25927600,106.85331100
287,-6.24083600,106.82586100,-6.24495500,106.82597300
288,-6.15363800,106.90925500,-6.15049000,106.90293400
289,-6.37829100,106.77078300,-6.38687400,106.78319800
290,-6.15570500,106.70720000,-6.15024800,106.70021800
291,-6.14916100,106.82183600,-6.15125600,106.81727600
292,-6.28662900,106.92131300,-6.28119100,106.90899300
293,-6.26707800,106.66893100,-6.26927100,106.67200100
294,-6.60494100,106.80763800,-6.60451800,106.80673400
295,-6.17355100,106.84312600,-6.16411400,106.84499300
296,-6.17377100,106.71628700,-6.16102300,106.70503400
297,-6.20200400,106.79898400,-6.20010100,106.80030100
298,-6.15866800,106.81760800,-6.15455100,106.82086600
299,-6.14849300,106.82710100,-6.14782600,106.83003500
300,-6.16363900,106.76920800,-6.17669500,106.77078300
301,-6.14310400,106.87236800,-6.14181600,106.87119600
302,-6.12587900,106.79214300,-6.12993300,106.79753200
303,-6.28803800,106.83812100,-6.29487000,106.83763000
304,-6.13047300,106.84886100,-6.13065900,106.85220300
305,-6.19349000,106.88419700,-6.18929200,106.87513500
306,-6.16051200,106.80004400,-6.15476600,106.80181600
307,-6.36335800,106.79197300,-6.36718500,106.79589600
308,-6.13811600,106.73313900,-6.13912900,106.73157500
309,-6.16866300,106.83516500,-6.16899100,106.83427400
310,-6.28894300,106.77103600,-6.28094400,106.77207300
311,-6.25344000,106.59716800,-6.25008800,106.59635800
312,-6.24955600,106.84865700,-6.25410800,106.85248000
313,-6.17644500,106.82008400,-6.17135500,106.81508500
314,-6.23269400,106.68059100,-6.23233600,106.67314600
315,-6.20321000,106.80082900,-6.19635800,106.80588700
316,-6.19603200,106.87030800,-6.20329200,106.86918600
317,-6.28107300,106.83206000,-6.27844000,106.83878400
318,-6.18169100,106.96731900,-6.18485000,106.96360300
319,-6.19886200,106.73842900,-6.19415400,106.74073300
320,-6.29418500,106.78490800,-6.29654800,106.78877600
321,-6.24832200,106.71416300,-6.24864800,106.71175800
322,-6.17734300,106.63819300,-6.18121000,106.63779400
323,-6.29671900,106.79179400,-6.29381300,106.80168400
324,-6.31666400,106.67922900,-6.31734700,106.69174400
325,-6.24308900,106.80682700,-6.24545900,106.80463900
326,-6.19725800,106.89171300,-6.19808100,106.89051800
327,-6.23376000,106.81083500,-6.23875100,106.81698100
328,-6.26941600,106.86688300,-6.26959300,106.86874100
329,-6.27912400,106.83899300,-6.28192400,106.83605500
330,-6.27738400,107.02560800,-6.27497900,107.02608600
331,-6.24195600,106.83994300,-6.23816400,106.83868900
332,-6.18256500,106.74086200,-6.18687600,106.73872300
333,-6.12975600,106.80118200,-6.12970600,106.80265000
334,-6.37591400,106.90626300,-6.37591500,106.90482000
335,-6.30265600,106.88537100,-6.30108100,106.89035500
336,-6.28594800,106.92331100,-6.28829600,106.92156600
337,-6.22308700,106.92638100,-6.22600700,106.92690200
338,-6.22512500,106.60445300,-6.22478000,106.60528300
339,-6.16032800,106.83436500,-6.15718300,106.83143100
340,-6.26850600,106.79730800,-6.26403400,106.79713900
341,-6.15094400,106.80767600,-6.15626000,106.80859400
342,-6.38884000,106.81483600,-6.38785300,106.81773000
343,-6.11337400,106.88917100,-6.11538600,106.89005600
344,-6.22301900,106.70923200,-6.22941200,106.72197900
345,-6.23526900,106.62178100,-6.23698400,106.61920600
346,-6.25755800,106.96824300,-6.25824900,106.96136300
347,-6.27967300,106.83580000,-6.27937900,106.83801600
348,-6.14638500,106.83774400,-6.14501700,106.83761000
349,-6.16330900,106.76779600,-6.16164900,106.77041300
350,-6.30446300,106.84042000,-6.30832300,106.83837900
351,-6.20371000,106.84940900,-6.19981900,106.85442600
352,-6.19695000,106.76805100,-6.19224400,106.76873500
353,-6.26214900,106.66885500,-6.26000700,106.66869800
354,-6.12293700,106.70390100,-6.13411000,106.70558300
355,-6.16396200,106.82024200,-6.16427200,106.82344100
356,-6.18929900,106.75575400,-6.17965600,106.75121800
357,-6.31086000,106.88456000,-6.30864100,106.88169900
358,-6.27249200,106.65622300,-6.27450200,106.65808600
359,-6.17659900,106.79312400,-6.17379300,106.78896000
360,-6.14974500,106.69975000,-6.14996900,106.70182700
361,-6.21108600,106.80643600,-6.21269100,106.80839000
362,-6.26118700,106.82336700,-6.26096500,106.81562800
363,-6.22548300,106.83578800,-6.22402500,106.84505500
364,-6.26536000,106.92113000,-6.26900700,106.92722500
365,-6.24802200,106.71422000,-6.24763600,106.71467200
366,-6.15240300,106.85213900,-6.15009500,106.85765000
367,-6.29259800,106.79753900,-6.29407700,106.79517400
368,-6.17062400,106.77625000,-6.17660400,106.78355900
369,-6.29672400,106.78710600,-6.29226500,106.78477300
370,-6.18490400,106.64805000,-6.18149700,106.64339500
371,-6.19225600,106.83861300,-6.19498300,106.83668800
372,-6.18887000,106.88505300,-6.18934900,106.87836300
373,-6.15813500,106.58395500,-6.15524400,106.58027200
374,-6.20375400,106.88577500,-6.20588800,106.89296600
375,-6.22579300,106.93780700,-6.22896900,106.93524800
376,-6.37934300,106.87089300,-6.37815600,106.87684400
377,-6.12546600,106.65970300,-6.12679200,106.65404800
378,-6.15764000,106.83382700,-6.15712600,106.83432300
379,-6.28133700,106.96996100,-6.28328000,106.96935800
380,-6.60646300,106.81117600,-6.59177600,106.81192600
381,-6.17884900,106.61013700,-6.18206100,106.60633900
382,-6.13081400,106.65541200,-6.13055200,106.65357800
383,-6.19516600,106.89111300,-6.19364800,106.89367600
384,-6.23078300,106.81035200,-6.22795800,106.81291200
385,-6.20178000,106.85587800,-6.20546600,106.85814400
386,-6.22470100,106.84176300,-6.22300300,106.84727100
387,-6.17031200,106.82172400,-6.16636700,106.82644300
388,-6.30830100,106.67926600,-6.31065400,106.67704400
389,-6.16713200,106.83325700,-6.17062300,106.83806000
390,-6.39576100,106.80980800,-6.40078600,106.81245500
391,-6.28796900,107.00327700,-6.28494300,107.00387200
392,-6.14056500,106.82367300,-6.14622700,106.82389400
393,-6.18478800,106.80297600,-6.18433600,106.80222700
394,-6.20214800,106.82511600,-6.20228000,106.82292000
395,-6.32135800,106.71590800,-6.33018600,106.72007800
396,-6.35676600,106.90948300,-6.35560800,106.89364900
397,-6.23175800,106.72860900,-6.23257900,106.73240600
398,-6.40802800,106.73669100,-6.41148400,106.73300800
399,-6.35163400,106.80049200,-6.34800000,106.79455900
400,-6.24435200,106.74850500,-6.24186300,106.75129000
401,-6.25947600,106.82874600,-6.25805400,106.82325600
402,-6.16301500,106.90933100,-6.16311500,106.91287800
403,-6.27962700,106.82992100,-6.27744600,106.82604400
404,-6.17496800,106.80479900,-6.17387800,106.80432600
405,-6.27626700,106.77674400,-6.27140300,106.77395800
406,-6.15980000,106.64317900,-6.15483100,106.64612300
407,-6.22319000,106.83267600,-6.22644100,106.83279000
408,-6.18404600,107.00824300,-6.18299000,107.00825600
409,-6.25153200,106.85329500,-6.25119000,106.85788800
410,-6.14535300,106.79667000,-6.14703400,106.80165900
411,-6.26531000,106.75684500,-6.27100600,106.75679200
412,-6.27419600,106.72325100,-6.27323500,106.73255100
413,-6.15258100,106.71946200,-6.15596000,106.70886900
414,-6.18721000,106.88485500,-6.18454400,106.88695400
415,-6.22060100,106.61700800,-6.21714200,106.62196100
416,-6.19596200,106.86822500,-6.20337500,106.86840300
417,-6.26337900,106.78365100,-6.25859800,106.78144400
418,-6.12913100,106.80515100,-6.13114900,106.80559900
419,-6.17302000,106.89118100,-6.16208100,106.88872800
420,-6.17201800,106.91211400,-6.17460900,106.90509600
421,-6.14977900,106.56942800,-6.14989600,106.57595900
422,-6.22425900,106.85217000,-6.21589300,106.84798800
423,-6.17873400,106.99598100,-6.17759300,106.99218900
424,-6.20065400,106.84354000,-6.19781200,106.84739200
425,-6.29679300,106.78262500,-6.29112100,106.77894100
426,-6.29261600,106.80270100,-6.30449700,106.80634300
427,-6.25431600,106.83412500,-6.25335300,106.83789100
428,-6.24825300,106.81827500,-6.24682300,106.81866900
429,-6.17999600,106.99145500,-6.18253400,106.99138500
430,-6.39666800,106.88195600,-6.39682200,106.88133200
431,-6.28268300,106.71201100,-6.28107100,106.71089600
432,-6.32093700,106.70813400,-6.31888500,106.71077700
433,-6.18706200,106.87407800,-6.18962400,106.87674300
434,-6.24374400,106.79312200,-6.24188900,106.78953400
435,-6.24543900,106.79014500,-6.24575100,106.78392800
436,-6.26614600,106.97042100,-6.26538800,106.96648600
437,-6.27185000,106.75086000,-6.26164900,106.75633800
438,-6.21882400,106.83595800,-6.21811300,106.83755100
439,-6.27691400,106.87243300,-6.27622100,106.87506600
440,-6.20675800,106.83368800,-6.20559700,106.83391100
441,-6.27915800,106.99859500,-6.28357900,106.99532000
442,-6.18684100,106.76846800,-6.19004200,106.76998000
443,-6.23309700,106.58573700,-6.23283200,106.58522200
444,-6.22702600,106.83196100,-6.23027900,106.83297300
445,-6.28799000,106.93953400,-6.28924800,106.94089400
446,-6.13760800,106.83083900,-6.14153600,106.82996500
447,-6.25500800,106.70271900,-6.25610000,106.69644000
448,-6.32909600,106.83366100,-6.33553800,106.83139100
449,-6.15386800,106.84351500,-6.15632800,106.84078600
450,-6.21539700,106.76950100,-6.21647100,106.76956200
451,-6.24216300,106.91682300,-6.24403900,106.91740900
452,-6.17701800,106.77173600,-6.17738800,106.76796900
453,-6.29446300,106.93011300,-6.28889300,106.93628600
454,-6.20736900,106.82499600,-6.20902900,106.82686000
455,-6.24368500,106.86857000,-6.23869700,106.86897100
456,-6.29911800,106.90776300,-6.29779900,106.90684500
457,-6.30240300,106.85739000,-6.30127100,106.85913400
458,-6.24489300,106.85534800,-6.24419300,106.85254800
459,-6.18098100,106.83864500,-6.18284500,106.83526900
460,-6.16167800,106.80605700,-6.15864700,106.80614400
461,-6.12526400,106.79849800,-6.12697100,106.80453600
462,-6.19638800,106.84021600,-6.19527300,106.84130800
463,-6.12330800,106.65878400,-6.13081300,106.65586400
464,-6.18570700,106.71367800,-6.18208500,106.70546000
465,-6.17860700,106.79316900,-6.17680400,106.78943900
466,-6.19197800,106.80582700,-6.19109100,106.80622500
467,-6.38865800,106.77472000,-6.39068100,106.76900100
468,-6.21364900,106.90114700,-6.21384300,106.89760300
469,-6.20163800,106.88204600,-6.20190800,106.88551800
470,-6.20493300,106.80581300,-6.20451600,106.80467300
471,-6.36227500,106.86924100,-6.36277800,106.86983200
472,-6.14800500,106.75194500,-6.14835300,106.75228500
473,-6.21549000,106.72763200,-6.21496300,106.72623200
474,-6.27686600,106.83038600,-6.27648100,106.82328000
475,-6.18379600,106.87536000,-6.18342500,106.87425100
476,-6.23410800,107.03083600,-6.23257900,107.02569100
477,-6.33766000,106.93275100,-6.35202900,106.93637600
478,-6.23988500,106.66306600,-6.23925600,106.67683100
479,-6.21005600,106.79663600,-6.20568600,106.79963400
480,-6.17934500,106.74272600,-6.17654100,106.73864000
481,-6.27981800,106.74679600,-6.27236000,106.73829200
482,-6.33382300,106.78269300,-6.34540600,106.79124600
483,-6.22417500,106.82148200,-6.22757600,106.81836100
484,-6.25314000,106.79109800,-6.25350900,106.79434100
485,-6.10921400,106.77857400,-6.10955000,106.77939100
486,-6.16656400,106.78739800,-6.15961200,106.78724700
487,-6.21380100,106.85466900,-6.21051500,106.85089100
488,-6.22710400,107.07016000,-6.23326600,107.07178500
489,-6.12767300,106.80243900,-6.12367400,106.79920100
490,-6.28617700,106.83030500,-6.28923800,106.82450800
491,-6.24624900,106.81033100,-6.24702300,106.80828300
492,-6.23671300,106.78392600,-6.27699500,106.74336700
493,-6.31692100,106.82748100,-6.31509900,106.82877400
494,-6.50776800,106.77352600,-6.51171800,106.77341000
495,-6.14840300,106.83463900,-6.14912400,106.83353000
496,-6.17721800,106.80153200,-6.17370000,106.80026900
497,-6.20412100,106.87177000,-6.21081500,106.87244500
498,-6.28573000,106.79001200,-6.28293300,106.79125800
499,-6.18690300,106.61107800,-6.18627300,106.59856200
